actual,proposed
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.25,0.0
0.25,1.0
0.25,0.0
0.25,0.32877570390701294
0.25,0.22257085144519806
0.25,0.111686572432518
0.25,0.05138394981622696
0.25,0.0
0.25,0.0
0.25,0.05759250000119209
0.25,1.0
0.25,0.07444628328084946
0.25,0.06633421033620834
0.25,0.004833500366657972
0.25,0.09088370949029922
0.25,0.0438084676861763
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,1.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.02274065464735031
0.25,0.0
0.25,0.0
0.25,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.8972281813621521
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0013624639250338078
0.0,0.0
0.0,0.0
0.0,0.006795279681682587
0.0,0.009612888097763062
0.0,0.021425237879157066
0.0,0.0
0.0,0.014297712594270706
0.0,0.08096960186958313
0.0,0.012477432377636433
0.0,0.0457775741815567
0.0,0.030815020203590393
0.0,0.0
0.0,0.17885859310626984
0.0,0.042135149240493774
0.0,0.0
0.0,0.04393741860985756
0.0,0.04692678898572922
0.0,0.0
0.0,0.001207121298648417
0.0,0.0021230652928352356
0.0,0.0034728499595075846
0.0,0.0549364909529686
0.25,0.11757024377584457
0.25,0.06546700745820999
0.25,0.0670764371752739
0.25,0.07190784066915512
0.25,0.11831753700971603
0.25,0.08118441700935364
0.25,0.030175870284438133
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.25,1.0
0.25,0.48141899704933167
0.25,0.5409314632415771
0.25,0.48763054609298706
0.25,0.5418614149093628
0.25,0.4934345781803131
0.25,0.3946901261806488
0.25,0.29318296909332275
0.25,0.19420404732227325
0.25,0.0763373002409935
0.25,0.173757404088974
0.25,0.16674397885799408
0.25,0.21023273468017578
0.25,0.2049260437488556
0.25,0.3995656967163086
0.25,0.0
0.25,0.03520636260509491
0.25,0.37563589215278625
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.3090474009513855
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.24379216134548187
0.25,0.0
0.25,0.0
0.25,0.2118249088525772
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.0
0.25,0.15853753685951233
0.25,0.13855299353599548
0.25,0.0
0.25,0.0
0.25,0.10923995822668076
0.25,0.0
0.25,0.09325157850980759
0.25,0.0
0.25,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.10000000149011612,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
